COD_S11,GENDER,EDU_FATHER,EDU_MOTHER,OCC_FATHER,OCC_MOTHER,STRATUM,SISBEN,PEOPLE_HOUSE,,INTERNET,TV,COMPUTER,WASHING_MCH,MIC_OVEN,CAR,DVD,FRESH,PHONE,MOBILE,REVENUE,JOB,SCHOOL_NAME,SCHOOL_NAT,SCHOOL_TYPE,MAT_S11,CR_S11,CC_S11,BIO_S11,ENG_S11,COD_SPRO,UNIVERSITY,ACADEMIC_PROGRAM,QR_PRO,CR_PRO,CC_PRO,ENG_PRO,WC_PRO,FEP_PRO,G_SC,PERCENTILE,2ND_DECILE,QUARTILE,SEL,SEL_IHE
SB11201220019260,M,Incomplete Secundary,Incomplete Secundary,Independent,Home,Stratum 3,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,LICEO SEÑOR DE LOS MILAGROS,PRIVATE,TECHNICAL/ACADEMIC,62,57,48,45,50,EK201830225611,UNIVERSIDAD DE SANTANDER - UDES-BUCARAMANGA,INDUSTRIAL ENGINEERING,55,18,12,65,63,110,139,38,2,2,2,2
SB11201220019278,F,0,0,0,Home,Stratum 3,It is not classified by the SISBEN,Four,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,LICEO SEÑOR DE LOS MILAGROS,PRIVATE,TECHNICAL/ACADEMIC,62,68,57,78,62,EK201830125716,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,CIVIL ENGINEERING,78,50,28,77,20,163,149,55,3,3,2,2
SB11201220019483,M,Complete Secundary,Complete professional education,Independent,Independent professional,Stratum 3,It is not classified by the SISBEN,Six,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,IE.TECNOLG.SALESIANO ELOY VALENZUELA,PUBLIC,TECHNICAL/ACADEMIC,53,52,52,50,48,EK201830038796,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,INDUSTRIAL ENGINEERING,49,33,34,26,5,138,128,21,2,1,2,2
SB11201220020058,F,0,0,0,Home,Stratum 2,It is not classified by the SISBEN,Three,,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,COLEGIO NIÑO JESUS DE PRAGA,PRIVATE,ACADEMIC,57,62,57,61,43,EK201830081009,UNIVERSIDAD DE SANTANDER - UDES-BUCARAMANGA,CIVIL ENGINEERING,53,33,75,47,28,159,146,50,3,3,1,2
SB11201220020069,F,Incomplete technical or technological,Incomplete technical or technological,Home,Independent,Stratum 3,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,COLEGIO NIÑO JESUS DE PRAGA,PRIVATE,ACADEMIC,69,55,55,62,48,EK201830038827,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,INDUSTRIAL ENGINEERING,86,68,68,71,54,129,164,76,4,4,2,2
SB11201220020190,M,0,0,0,Home,Stratum 2,Level 2,Five,,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,No,COLEGIO SAN JUAN DE GIRON,PUBLIC,ACADEMIC,59,62,57,50,57,EK201830126466,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,CIVIL ENGINEERING,100,87,90,51,12,169,171,84,5,4,1,2
SB11201220020291,M,Incomplete Secundary,Complete primary ,Operator,Operator,Stratum 1,Level 1,Twelve or more,,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,I.E. COLEGIO NIEVES CORTES PICON SEDE A,PUBLIC,TECHNICAL/ACADEMIC,59,62,59,62,52,EK201830233168,"CORPORACION UNIVERSITARIA DE INVESTIGACION Y DESARROLLO -""UDI""-BUCARAMANGA",INDUSTRIAL ENGINEERING,68,45,52,57,33,174,148,54,3,3,1,2
SB11201220020752,F,0,0,0,Home,Stratum 1,Level 1,Five,,No,Yes,No,Yes,No,No,No,Yes,Yes,No,less than 1 LMMW,No,COLEGIO OFICIAL NUESTRA SE¿ORA DEL ROSARIO,PUBLIC,TECHNICAL/ACADEMIC,69,49,57,68,65,EK201830155296,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,INDUSTRIAL ENGINEERING,93,4,62,35,36,182,143,46,3,2,2,2
SB11201220020770,F,Complete professional education,Postgraduate education,Technical or professional level employee,Technical or professional level employee,Stratum 2,Level 3,Three,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,COLEGIO OFICIAL NUESTRA SE¿ORA DEL ROSARIO,PUBLIC,TECHNICAL/ACADEMIC,69,66,69,70,63,EK201830072684,UNIVERSIDAD SANTO TOMAS-BOGOTÁ D.C.,CIVIL ENGINEERING,79,98,79,58,86,169,178,89,5,4,4,2
SB11201220020776,F,0,0,0,Home,Stratum 1,Level 1,Four,,No,Yes,No,No,No,No,No,Yes,Yes,Yes,less than 1 LMMW,No,COLEGIO OFICIAL NUESTRA SE¿ORA DEL ROSARIO,PUBLIC,TECHNICAL/ACADEMIC,57,60,53,59,67,EK201830030774,"UNIVERSIDAD DISTRITAL""FRANCISCO JOSE DE CALDAS""-BOGOTÁ D.C.",TOPOGRAPHIC ENGINEERY,85,66,20,63,12,20,146,50,3,3,3,2
SB11201220020894,M,Complete Secundary,Incomplete Secundary,Operator,Other occupation,Stratum 1,Level 1,Four,,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,No,INSTITUTO TECNICO INDUSTRIAL EMETERIO DUARTE SUAREZ,PUBLIC,TECHNICAL,68,74,57,72,52,EK201830212445,UNIVERSIDAD DE PAMPLONA-PAMPLONA,INDUSTRIAL ENGINEERING,94,90,71,60,25,171,167,79,4,4,1,1
SB11201220020902,M,Complete primary ,Complete Secundary,Executive,Executive,Stratum 2,Level 3,Two,,No,No,No,No,No,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,"Yes, 20 hours or more per week",INSTITUTO TECNICO INDUSTRIAL EMETERIO DUARTE SUAREZ,PUBLIC,TECHNICAL,47,46,42,43,37,EK201830133925,UNIVERSIDAD DE PAMPLONA-PAMPLONA,CIVIL ENGINEERING,29,15,38,12,43,118,127,20,2,1,1,1
SB11201220020926,F,Complete Secundary,Complete Secundary,Other occupation,Home,Stratum 1,Level 1,Four,,No,No,No,No,No,No,No,Yes,No,No,less than 1 LMMW,No,INSTITUTO TECNICO INDUSTRIAL EMETERIO DUARTE SUAREZ,PUBLIC,TECHNICAL,51,56,52,57,54,EK201830170127,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,CIVIL ENGINEERING,71,64,21,30,4,156,134,31,2,2,2,2
SB11201220020933,M,Complete primary ,Complete Secundary,Operator,Other occupation,Stratum 2,Level 2,Five,,No,No,No,No,No,No,No,Yes,Yes,No,less than 1 LMMW,No,INSTITUTO TECNICO INDUSTRIAL EMETERIO DUARTE SUAREZ,PUBLIC,TECHNICAL,66,48,57,71,50,EK201830131372,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,ELECTRIC ENGINEERING,75,72,56,31,18,158,149,54,3,3,2,2
SB11201220020947,M,Incomplete primary ,Complete primary ,Independent,Home,Stratum 1,Level 1,Three,,No,Yes,No,No,No,No,No,Yes,Yes,No,less than 1 LMMW,No,INSTITUTO TECNICO INDUSTRIAL EMETERIO DUARTE SUAREZ,PUBLIC,TECHNICAL,45,51,48,51,34,EK201830137342,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,INDUSTRIAL ENGINEERING,30,16,41,29,50,108,132,26,2,2,1,2
SB11201220020985,M,Ninguno,Incomplete primary ,Independent,Home,Stratum 1,Level 1,Six,,No,No,No,No,No,No,No,Yes,Yes,No,less than 1 LMMW,"Yes, less than 20 hours per week",INSTITUTO ISIDORO MIRANDA MORANTES,PUBLIC,TECHNICAL/ACADEMIC,59,62,60,66,64,EK201830137546,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,MECHANICAL ENGINEERING,71,52,10,68,27,141,142,43,3,2,1,2
SB11201220021050,M,Complete primary ,Complete Secundary,Independent,Home,Stratum 2,Level 2,Five,,No,No,No,No,No,No,Yes,No,Yes,No,less than 1 LMMW,No,INSTITUTO TECNICO AGRICOLA LUIS MARIA CARVAJAL,PUBLIC,TECHNICAL,38,41,46,47,43,EK201830129463,UNIVERSIDAD DE PAMPLONA-PAMPLONA,CIVIL ENGINEERING,22,3,3,20,6,112,105,3,1,1,1,1
SB11201220021085,F,Complete primary ,Complete primary ,Entrepreneur ,Home,Stratum 1,Level 1,Four,,No,No,No,No,No,No,No,Yes,Yes,No,less than 1 LMMW,No,COLEGIO JOSE DE FERRO,PUBLIC,ACADEMIC,53,54,48,54,55,EK201830130630,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,INDUSTRIAL ENGINEERING,16,1,20,59,26,142,118,10,1,1,1,2
SB11201220021310,F,Complete primary ,Complete Secundary,Independent,Independent,Stratum 3,Level 2,Four,,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,ESCUELA NORMAL SUPERIOR FRANCISCO DE PAULA SANTANDER,PUBLIC,TECHNICAL/ACADEMIC,72,70,72,69,73,EK201830151670,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,INDUSTRIAL ENGINEERING,69,71,87,85,37,165,167,80,5,4,2,2
SB11201220021708,M,0,0,0,Home,Stratum 3,Level 2,Five,,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,COLEGIO HUMBERTO GOMEZ NIGRINIS,PUBLIC,TECHNICAL/ACADEMIC,71,67,66,65,34,EK201830154888,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,MECHANICAL ENGINEERING,79,61,71,37,28,147,153,61,4,3,1,2
SB11201220021877,M,Complete professional education,Complete Secundary,Executive,Operator,Stratum 3,Level 3,Three,,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Between 1 and less than 2 LMMW,No,INSTITUTO LUIS CARLOS GALAN SARMIENTO DEL SUR,PUBLIC,ACADEMIC,55,59,57,55,50,EK201830170059,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,CIVIL ENGINEERING,88,31,8,19,28,89,134,30,2,2,2,2
SB11201220021944,M,Incomplete primary ,Incomplete primary ,Independent,Independent,Stratum 2,Level 2,Three,,No,No,No,No,No,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,No,COLEGIO INTEGRADO MESA DE JERIDAS,PUBLIC,ACADEMIC,57,60,57,58,49,EK201830081199,"CORPORACION UNIVERSITARIA DE INVESTIGACION Y DESARROLLO -""UDI""-BUCARAMANGA",ELECTRONIC ENGINEERING,55,76,50,48,66,147,155,64,4,3,1,2
SB11201220021974,F,Incomplete Secundary,Complete professional education,Independent,Independent,Stratum 3,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,COL AGUSTINIANO,PRIVATE,ACADEMIC,51,52,50,57,46,EK201830170139,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,CIVIL ENGINEERING,78,39,27,49,89,152,153,61,4,3,3,2
SB11201220022295,F,Incomplete primary ,Complete technique or technology,Independent professional,Auxiliary or Administrative,Stratum 3,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,ESCUELA NORMAL SUPERIOR DE PIEDECUESTA,PUBLIC,TECHNICAL/ACADEMIC,77,72,66,81,62,EK201830149233,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,CIVIL ENGINEERING,99,44,63,94,81,142,177,89,5,4,2,2
SB11201220022381,M,Complete Secundary,Complete Secundary,Independent,Home,Stratum 3,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,COLEGIO DOMINGO SAVIO                                                                               ,PRIVATE,ACADEMIC,51,60,53,44,49,EK201830038771,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,INDUSTRIAL ENGINEERING,48,17,22,35,36,133,131,25,2,2,2,2
SB11201220022714,F,0,0,0,0,Stratum 3,Level 3,Six,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,INST SANTA TERESITA,PRIVATE,ACADEMIC,73,87,68,72,78,EK201830150094,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,CIVIL ENGINEERING,96,91,88,97,18,191,182,92,5,4,2,2
SB11201220023285,M,Postgraduate education,Complete professional education,Executive,Independent,Stratum 3,It is not classified by the SISBEN,Six,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,ESCUELA NORMAL SUPERIOR DE PIEDECUESTA,PUBLIC,TECHNICAL/ACADEMIC,78,79,62,78,75,EK201830132646,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,INDUSTRIAL ENGINEERING,90,62,37,86,3,151,152,59,3,3,4,2
SB11201220023474,F,Complete primary ,Incomplete Secundary,Other occupation,Home,Stratum 1,Level 1,Four,,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,No,COLEGIO INTEGRADO,PUBLIC,TECHNICAL/ACADEMIC,57,62,66,60,64,EK201830137440,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,INDUSTRIAL ENGINEERING,98,66,88,38,90,201,175,87,5,4,1,2
SB11201220023617,M,Complete Secundary,Complete Secundary,Independent,Home,Stratum 1,Level 1,Five,,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,No,ESCUELA INDUSTRIAL 20 DE JULIO,PUBLIC,TECHNICAL/ACADEMIC,54,57,50,59,57,EK201830149007,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,MECHANICAL ENGINEERING,75,30,22,39,10,110,133,29,2,2,1,2
SB11201220023951,F,Postgraduate education,Complete Secundary,Executive,Home,Stratum 2,Level 2,Five,,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,No,COLEGIO FRAY NEPOMUCENO RAMOS,PUBLIC,TECHNICAL/ACADEMIC,66,70,68,65,64,EK201830125373,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,INDUSTRIAL ENGINEERING,67,93,85,83,39,181,172,84,5,4,3,2
SB11201220024253,F,Complete technique or technology,Complete technique or technology,Technical or professional level employee,Auxiliary or Administrative,Stratum 1,Level 1,Four,,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,No,COLEGIO INTEGRADO MADRE DE LA ESPERANZA,PUBLIC,TECHNICAL/ACADEMIC,57,70,66,55,54,EK201830189692,UNIVERSIDAD DE PAMPLONA-PAMPLONA,MECHANICAL ENGINEERING,75,69,65,59,2,168,148,53,3,3,2,1
SB11201220024291,M,Complete professional education,Complete professional education,Independent professional,Technical or professional level employee,Stratum 3,It is not classified by the SISBEN,Six,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Between 3 and less than 5 LMMW,No,COLEGIO SANTO ANGEL                                                                                 ,PRIVATE,ACADEMIC,61,64,68,68,57,EK201830038762,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,INDUSTRIAL ENGINEERING,75,18,54,74,74,155,155,64,4,3,3,2
SB11201220024304,M,Complete professional education,Incomplete Professional Education,Operator,Independent professional,Stratum 2,Level 2,Eight,,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,COLEGIO ADVENTISTA LIBERTAD,PRIVATE,ACADEMIC,62,66,74,65,63,EK201830131859,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,INDUSTRIAL ENGINEERING,93,91,80,74,91,153,183,93,5,4,4,2
SB11201220024362,M,Incomplete primary ,Complete primary ,Small entrepreneur ,Small entrepreneur ,Stratum 3,It is not classified by the SISBEN,Three,,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Between 1 and less than 2 LMMW,No,COLEGIO INTEGRADO MADRE DE LA ESPERANZA,PUBLIC,TECHNICAL/ACADEMIC,53,62,57,59,59,EK201830154617,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,CIVIL ENGINEERING,96,49,40,62,79,128,162,74,4,3,1,2
SB11201220024486,M,0,0,0,Home,Stratum 2,Level 2,Two,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,COLEGIO FRAY JOSE DE LAS CASAS NOVAS,PUBLIC,TECHNICAL/ACADEMIC,100,57,66,81,42,EK201830125435,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,CIVIL ENGINEERING,100,43,83,56,44,192,167,80,5,4,1,2
SB11201220024505,F,0,0,0,Home,Stratum 2,Level 2,Four,,No,No,No,No,No,No,No,Yes,Yes,No,less than 1 LMMW,No,ESCUELA NORMAL SUPERIOR MARIA AUXILIADORA,PUBLIC,TECHNICAL/ACADEMIC,53,58,55,57,42,EK201830140399,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,CIVIL ENGINEERING,44,36,71,38,89,150,153,62,4,3,1,2
SB11201220024710,F,Complete Secundary,Complete Secundary,Independent,Home,Stratum 2,Level 2,Six,,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,INSTITUTO SAN VICENTE DE PAUL,PUBLIC,ACADEMIC,53,52,50,51,49,EK201830046065,"CORPORACION UNIVERSITARIA DE INVESTIGACION Y DESARROLLO -""UDI""-BUCARAMANGA",INDUSTRIAL ENGINEERING,18,16,32,56,70,115,136,33,2,2,3,2
SB11201220025095,F,Complete Secundary,Complete Secundary,Executive,Home,Stratum 2,Level 2,Five,,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Between 3 and less than 5 LMMW,No,COLEGIO INTEGRADO PEDRO SANTOS,PUBLIC,ACADEMIC,70,77,81,73,60,EK201830125454,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,CIVIL ENGINEERING,96,79,37,74,36,144,163,75,4,4,1,2
SB11201220025187,M,0,0,0,Home,Stratum 2,Level 1,Five,,No,Yes,No,No,No,No,No,Yes,Yes,No,less than 1 LMMW,No,INSTITUTO TECNICO  AQUILEO PARRA,PUBLIC,TECHNICAL/ACADEMIC,77,70,89,69,45,EK201830135243,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,CIVIL ENGINEERING,98,48,90,72,48,210,170,83,5,4,1,2
SB11201220025196,M,0,0,0,0,Stratum 3,Level 3,Four,,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Between 2 and less than 3 LMMW,No,INSTITUTO TECNICO  AQUILEO PARRA,PUBLIC,TECHNICAL/ACADEMIC,70,68,64,71,57,EK201830201340,UNIVERSIDAD DE PAMPLONA-PAMPLONA,CHEMICAL ENGINEERING,71,19,37,72,74,89,151,58,3,3,2,1
SB11201220025199,F,Complete professional education,Complete professional education,Executive,Independent,Stratum 3,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,INSTITUTO TECNICO  AQUILEO PARRA,PUBLIC,TECHNICAL/ACADEMIC,62,54,57,51,64,EK201830193939,UNIVERSIDAD DE PAMPLONA-PAMPLONA,INDUSTRIAL ENGINEERING,81,59,75,66,46,154,161,73,4,3,4,1
SB11201220025443,M,Complete Secundary,Complete Secundary,Retired,Home,Stratum 2,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,COLEGIO COOPERATIVO                                                                              ,PRIVATE,TECHNICAL/ACADEMIC,62,56,56,48,62,EK201830063448,"CORPORACION UNIVERSITARIA DE INVESTIGACION Y DESARROLLO -""UDI""-BUCARAMANGA",INDUSTRIAL ENGINEERING,61,57,44,73,53,148,153,62,4,3,2,2
SB11201220025513,M,Complete Secundary,Incomplete technical or technological,Operator,Operator,Stratum 2,Level 1,Four,,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,COLEGIO SAN JOSÉ DE GUANENTA,PUBLIC,TECHNICAL/ACADEMIC,64,57,69,68,53,EK201830211744,FUNDACION UNIVERSITARIA DE SAN GIL - UNISANGIL -SAN GIL,ELECTRONIC ENGINEERING,35,22,30,14,45,131,128,22,2,1,1,1
SB11201220025713,F,Complete Secundary,Complete professional education,Operator,Technical or professional level employee,Stratum 2,Level 2,Four,,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,No,COLEGIO TECNICO NUESTRA SEÑORA DE LA PRESENTACION,PUBLIC,TECHNICAL/ACADEMIC,60,58,55,53,60,EK201830139050,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,INDUSTRIAL ENGINEERING,95,69,3,45,39,159,146,49,3,2,3,2
SB11201220025837,F,Complete primary ,Complete Secundary,Operator,Home,Stratum 3,Level 3,Six,,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,COLEGIO TECNICO NUESTRA SEÑORA DE LA PRESENTACION,PUBLIC,TECHNICAL/ACADEMIC,55,41,48,46,49,EK201830061310,"CORPORACION UNIVERSITARIA DE INVESTIGACION Y DESARROLLO -""UDI""-BUCARAMANGA",INDUSTRIAL ENGINEERING,10,56,26,10,47,126,127,21,2,1,1,2
SB11201220025869,F,Complete Secundary,Complete Secundary,Independent,Home,Stratum 1,Level 2,Five,,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,No,COLEGIO TECNICO NUESTRA SEÑORA DE LA PRESENTACION,PUBLIC,TECHNICAL/ACADEMIC,51,60,55,54,49,EK201830131521,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,INDUSTRIAL ENGINEERING,55,76,36,18,19,163,141,41,3,2,1,2
SB11201220025918,M,Incomplete primary ,Complete primary ,Operator,Independent,Stratum 2,Level 2,Five,,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,No,COLEGIO SAN JOSÉ DE GUANENTA,PUBLIC,TECHNICAL/ACADEMIC,70,58,50,69,54,EK201830188895,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,ELECTRIC ENGINEERING,100,66,56,50,54,93,166,78,4,4,1,2
SB11201220025952,M,0,0,0,Home,Stratum 3,It is not classified by the SISBEN,Eight,,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,COLEGIO SAN JOSÉ DE GUANENTA,PUBLIC,TECHNICAL/ACADEMIC,85,72,62,92,70,EK201830125599,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,MECHANICAL ENGINEERING,100,88,93,93,54,214,190,96,5,4,2,2
SB11201220025987,F,Incomplete Secundary,Complete Secundary,Independent professional,Operator,Stratum 3,It is not classified by the SISBEN,Six,,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Between 3 and less than 5 LMMW,No,COLEGIO SAN JOSÉ DE GUANENTA,PUBLIC,TECHNICAL/ACADEMIC,74,68,66,63,48,EK201830029202,"UNIVERSIDAD DISTRITAL""FRANCISCO JOSE DE CALDAS""-BOGOTÁ D.C.",INDUSTRIAL ENGINEERING,81,69,73,23,81,73,161,73,4,3,2,2
SB11201220026075,F,Complete Secundary,Complete Secundary,Small entrepreneur ,Small entrepreneur ,Stratum 3,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,COLEGIO EL ROSARIO                                                                                  ,PRIVATE,ACADEMIC,87,68,62,78,82,EK201830038744,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,INDUSTRIAL ENGINEERING,98,88,96,98,69,197,194,98,5,4,3,2
SB11201220026480,F,0,0,0,Home,Stratum 2,Level 3,Five,,No,No,No,No,No,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,No,COLEGIO INTEGRADO CAMILO TORRES,PUBLIC,TECHNICAL/ACADEMIC,84,64,66,77,65,EK201830157318,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,CIVIL ENGINEERING,99,100,68,90,69,221,191,96,5,4,1,2
SB11201220026508,M,Incomplete primary ,Complete primary ,Independent,Home,Stratum 1,Level 1,Five,,No,No,No,Yes,No,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,No,COLEGIO INTEGRADO CAMILO TORRES,PUBLIC,TECHNICAL/ACADEMIC,72,52,53,69,50,EK201830077926,POLITECNICO GRANCOLOMBIANO-BOGOTÁ D.C.,INDUSTRIAL ENGINEERING,96,64,83,23,79,173,167,79,4,4,1,2
SB11201220026540,M,0,0,0,Home,Stratum 1,Level 1,Six,,No,No,No,Yes,No,No,No,Yes,Yes,No,less than 1 LMMW,"Yes, less than 20 hours per week",COLEGIO INTEGRADO CAMILO TORRES,PUBLIC,TECHNICAL/ACADEMIC,75,57,58,65,48,EK201830131755,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,ELECTRIC ENGINEERING,95,76,90,77,51,175,175,87,5,4,1,2
SB11201220027106,F,Incomplete primary ,Complete primary ,0,0,Stratum 2,Level 2,Four,,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Between 3 and less than 5 LMMW,No,ESCUELA NORMAL SUPERIOR MARIA AUXILIADORA,PUBLIC,TECHNICAL/ACADEMIC,53,46,53,47,54,EK201830133769,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,INDUSTRIAL ENGINEERING,59,15,63,21,5,146,130,25,2,2,4,2
SB11201220027162,M,Complete professional education,Complete professional education,Executive,Technical or professional level employee,Stratum 3,Level 3,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,ESCUELA NORMAL SUPERIOR,PUBLIC,TECHNICAL/ACADEMIC,68,62,57,64,57,EK201830054286,UNIVERSIDAD EL BOSQUE-BOGOTÁ D.C.,ELECTRONIC ENGINEERING,75,55,55,57,68,124,157,67,4,3,4,4
SB11201220027222,F,Postgraduate education,Incomplete primary ,0,0,Stratum 3,Level 3,Four,,No,No,No,No,No,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,No,ESCUELA NORMAL SUPERIOR,PUBLIC,TECHNICAL/ACADEMIC,59,62,64,55,54,EK201830188889,"CORPORACION UNIVERSITARIA DE INVESTIGACION Y DESARROLLO -""UDI""-BUCARAMANGA",INDUSTRIAL ENGINEERING,85,56,99,69,89,178,179,90,5,4,2,2
